[2026-08-21 16:03:18][INFO] 
------------------------ training training_args ------------------------
[2026-08-21 16:20:17][INFO] iteration      356/    1000 | consumed samples:        34176 | elapsed time per iteration (ms): 4050.6 | throughput (samples/sec/per_device): 2.963 | learning rate: 1.846484E-05 | global batch size:    96 | action loss: 1.859973E-01 | loss scale: 1.0 | grad norm: 0.632744 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:19][INFO] iteration      357/    1000 | consumed samples:        34272 | elapsed time per iteration (ms): 2076.9 | throughput (samples/sec/per_device): 5.778 | learning rate: 1.843091E-05 | global batch size:    96 | action loss: 1.773669E-01 | loss scale: 1.0 | grad norm: 0.653871 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:21][INFO] iteration      358/    1000 | consumed samples:        34368 | elapsed time per iteration (ms): 2396.2 | throughput (samples/sec/per_device): 5.008 | learning rate: 1.839693E-05 | global batch size:    96 | action loss: 1.768505E-01 | loss scale: 1.0 | grad norm: 0.632036 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:24][INFO] iteration      359/    1000 | consumed samples:        34464 | elapsed time per iteration (ms): 2901.9 | throughput (samples/sec/per_device): 4.135 | learning rate: 1.836289E-05 | global batch size:    96 | action loss: 1.921778E-01 | loss scale: 1.0 | grad norm: 0.732526 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:28][INFO] iteration      360/    1000 | consumed samples:        34560 | elapsed time per iteration (ms): 4389.0 | throughput (samples/sec/per_device): 2.734 | learning rate: 1.832880E-05 | global batch size:    96 | action loss: 1.748719E-01 | loss scale: 1.0 | grad norm: 0.689288 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:28][INFO] max time across ranks (ms):
    forward-backward................................: 4259.06
    forward-compute.................................: 1555.92
    backward-compute................................: 3980.92
    batch-generator.................................: 1.56
    nan-grad-cleanup................................: 13.27
    grad-clip.......................................: 32.44
    optimizer.......................................: 84.41
    optimizer-inner-step............................: 84.30
    optimizer-scheduler-step........................: 0.07
    optimizer-zero-grad.............................: 0.81
[2026-08-21 16:20:31][INFO] iteration      361/    1000 | consumed samples:        34656 | elapsed time per iteration (ms): 2489.1 | throughput (samples/sec/per_device): 4.821 | learning rate: 1.829465E-05 | global batch size:    96 | action loss: 1.832309E-01 | loss scale: 1.0 | grad norm: 0.686529 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:35][INFO] iteration      362/    1000 | consumed samples:        34752 | elapsed time per iteration (ms): 4472.3 | throughput (samples/sec/per_device): 2.683 | learning rate: 1.826045E-05 | global batch size:    96 | action loss: 1.682322E-01 | loss scale: 1.0 | grad norm: 0.674880 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:40][INFO] iteration      363/    1000 | consumed samples:        34848 | elapsed time per iteration (ms): 4306.0 | throughput (samples/sec/per_device): 2.787 | learning rate: 1.822620E-05 | global batch size:    96 | action loss: 1.768911E-01 | loss scale: 1.0 | grad norm: 0.617132 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:42][INFO] iteration      364/    1000 | consumed samples:        34944 | elapsed time per iteration (ms): 2437.6 | throughput (samples/sec/per_device): 4.923 | learning rate: 1.819190E-05 | global batch size:    96 | action loss: 2.112124E-01 | loss scale: 1.0 | grad norm: 0.632863 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:45][INFO] iteration      365/    1000 | consumed samples:        35040 | elapsed time per iteration (ms): 2850.0 | throughput (samples/sec/per_device): 4.211 | learning rate: 1.815754E-05 | global batch size:    96 | action loss: 1.649599E-01 | loss scale: 1.0 | grad norm: 0.667351 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:49][INFO] iteration      366/    1000 | consumed samples:        35136 | elapsed time per iteration (ms): 3917.0 | throughput (samples/sec/per_device): 3.064 | learning rate: 1.812313E-05 | global batch size:    96 | action loss: 1.830923E-01 | loss scale: 1.0 | grad norm: 0.741154 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:52][INFO] iteration      367/    1000 | consumed samples:        35232 | elapsed time per iteration (ms): 3384.3 | throughput (samples/sec/per_device): 3.546 | learning rate: 1.808867E-05 | global batch size:    96 | action loss: 1.661752E-01 | loss scale: 1.0 | grad norm: 0.780552 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:54][INFO] iteration      368/    1000 | consumed samples:        35328 | elapsed time per iteration (ms): 2145.0 | throughput (samples/sec/per_device): 5.594 | learning rate: 1.805416E-05 | global batch size:    96 | action loss: 1.696382E-01 | loss scale: 1.0 | grad norm: 0.655537 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:57][INFO] iteration      369/    1000 | consumed samples:        35424 | elapsed time per iteration (ms): 2720.4 | throughput (samples/sec/per_device): 4.411 | learning rate: 1.801959E-05 | global batch size:    96 | action loss: 1.928699E-01 | loss scale: 1.0 | grad norm: 0.660363 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:02][INFO] iteration      370/    1000 | consumed samples:        35520 | elapsed time per iteration (ms): 4901.2 | throughput (samples/sec/per_device): 2.448 | learning rate: 1.798498E-05 | global batch size:    96 | action loss: 1.767562E-01 | loss scale: 1.0 | grad norm: 0.616640 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:05][INFO] iteration      371/    1000 | consumed samples:        35616 | elapsed time per iteration (ms): 2826.6 | throughput (samples/sec/per_device): 4.245 | learning rate: 1.795032E-05 | global batch size:    96 | action loss: 1.662299E-01 | loss scale: 1.0 | grad norm: 0.686404 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:05][INFO] PowerSGDPlusState restart: iter=270 compressed_iter=250 method=approximate rank=1
[2026-08-21 16:21:13][INFO] iteration      372/    1000 | consumed samples:        35712 | elapsed time per iteration (ms): 8184.4 | throughput (samples/sec/per_device): 1.466 | learning rate: 1.791560E-05 | global batch size:    96 | action loss: 1.703891E-01 | loss scale: 1.0 | grad norm: 0.786480 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:17][INFO] iteration      373/    1000 | consumed samples:        35808 | elapsed time per iteration (ms): 3556.6 | throughput (samples/sec/per_device): 3.374 | learning rate: 1.788084E-05 | global batch size:    96 | action loss: 1.694397E-01 | loss scale: 1.0 | grad norm: 0.678519 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:20][INFO] iteration      374/    1000 | consumed samples:        35904 | elapsed time per iteration (ms): 3543.3 | throughput (samples/sec/per_device): 3.387 | learning rate: 1.784603E-05 | global batch size:    96 | action loss: 1.845619E-01 | loss scale: 1.0 | grad norm: 0.622391 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:24][INFO] iteration      375/    1000 | consumed samples:        36000 | elapsed time per iteration (ms): 4237.5 | throughput (samples/sec/per_device): 2.832 | learning rate: 1.781117E-05 | global batch size:    96 | action loss: 1.484691E-01 | loss scale: 1.0 | grad norm: 0.599881 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:27][INFO] iteration      376/    1000 | consumed samples:        36096 | elapsed time per iteration (ms): 2370.2 | throughput (samples/sec/per_device): 5.063 | learning rate: 1.777626E-05 | global batch size:    96 | action loss: 1.806685E-01 | loss scale: 1.0 | grad norm: 0.684219 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:29][INFO] iteration      377/    1000 | consumed samples:        36192 | elapsed time per iteration (ms): 1904.6 | throughput (samples/sec/per_device): 6.301 | learning rate: 1.774130E-05 | global batch size:    96 | action loss: 1.804320E-01 | loss scale: 1.0 | grad norm: 0.676722 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:31][INFO] iteration      378/    1000 | consumed samples:        36288 | elapsed time per iteration (ms): 2380.1 | throughput (samples/sec/per_device): 5.042 | learning rate: 1.770629E-05 | global batch size:    96 | action loss: 1.700407E-01 | loss scale: 1.0 | grad norm: 0.690063 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:34][INFO] iteration      379/    1000 | consumed samples:        36384 | elapsed time per iteration (ms): 3160.6 | throughput (samples/sec/per_device): 3.797 | learning rate: 1.767124E-05 | global batch size:    96 | action loss: 1.594310E-01 | loss scale: 1.0 | grad norm: 0.629982 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:39][INFO] iteration      380/    1000 | consumed samples:        36480 | elapsed time per iteration (ms): 4959.9 | throughput (samples/sec/per_device): 2.419 | learning rate: 1.763614E-05 | global batch size:    96 | action loss: 1.948372E-01 | loss scale: 1.0 | grad norm: 0.603922 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:39][INFO] max time across ranks (ms):
    forward-backward................................: 4829.06
    forward-compute.................................: 2519.23
    backward-compute................................: 4552.41
    batch-generator.................................: 1.68
    nan-grad-cleanup................................: 13.46
    grad-clip.......................................: 32.28
    optimizer.......................................: 84.46
    optimizer-inner-step............................: 84.36
    optimizer-scheduler-step........................: 0.08
    optimizer-zero-grad.............................: 0.64
[2026-08-21 16:21:42][INFO] iteration      381/    1000 | consumed samples:        36576 | elapsed time per iteration (ms): 2384.2 | throughput (samples/sec/per_device): 5.033 | learning rate: 1.760100E-05 | global batch size:    96 | action loss: 1.720618E-01 | loss scale: 1.0 | grad norm: 0.636949 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:47][INFO] iteration      382/    1000 | consumed samples:        36672 | elapsed time per iteration (ms): 5627.5 | throughput (samples/sec/per_device): 2.132 | learning rate: 1.756580E-05 | global batch size:    96 | action loss: 1.878796E-01 | loss scale: 1.0 | grad norm: 0.678213 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:49][INFO] iteration      383/    1000 | consumed samples:        36768 | elapsed time per iteration (ms): 2308.6 | throughput (samples/sec/per_device): 5.198 | learning rate: 1.753056E-05 | global batch size:    96 | action loss: 1.606597E-01 | loss scale: 1.0 | grad norm: 0.667846 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:52][INFO] iteration      384/    1000 | consumed samples:        36864 | elapsed time per iteration (ms): 2592.7 | throughput (samples/sec/per_device): 4.628 | learning rate: 1.749528E-05 | global batch size:    96 | action loss: 1.686998E-01 | loss scale: 1.0 | grad norm: 0.633908 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:55][INFO] iteration      385/    1000 | consumed samples:        36960 | elapsed time per iteration (ms): 2770.0 | throughput (samples/sec/per_device): 4.332 | learning rate: 1.745995E-05 | global batch size:    96 | action loss: 1.854569E-01 | loss scale: 1.0 | grad norm: 0.631291 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:21:59][INFO] iteration      386/    1000 | consumed samples:        37056 | elapsed time per iteration (ms): 4474.9 | throughput (samples/sec/per_device): 2.682 | learning rate: 1.742457E-05 | global batch size:    96 | action loss: 1.755360E-01 | loss scale: 1.0 | grad norm: 0.623603 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:22:02][INFO] iteration      387/    1000 | consumed samples:        37152 | elapsed time per iteration (ms): 2921.6 | throughput (samples/sec/per_device): 4.107 | learning rate: 1.738916E-05 | global batch size:    96 | action loss: 1.597383E-01 | loss scale: 1.0 | grad norm: 0.618503 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:22:05][INFO] iteration      388/    1000 | consumed samples:        37248 | elapsed time per iteration (ms): 2501.1 | throughput (samples/sec/per_device): 4.798 | learning rate: 1.735369E-05 | global batch size:    96 | action loss: 1.697782E-01 | loss scale: 1.0 | grad norm: 0.713462 | number of skipped iterations:   0 | number of nan iterations:   0 |
